@relation hcr_hashlex_testset

@attribute 41 numeric
@attribute 43 numeric
@attribute 42 numeric
@attribute 40 numeric
@attribute 44 numeric
@attribute 45 numeric
@attribute 39 numeric
@attribute 46 numeric
@attribute 47 numeric
@attribute df.result.emo_pos numeric
@attribute df.result.emo_neg numeric
@attribute df.result.lex_pos numeric
@attribute df.result.lex_neg numeric
@attribute df.result.classe {positive,negative}

@data
2,5,5,1,4,1,0,0,0,0,0,2,0,positive
6,4,8,1,2,2,0,0,0,0,0,1,0,positive
5,4,7,0,2,1,0,0,0,0,0,0,1,positive
4,3,3,0,6,3,0,2,0,0,0,1,0,positive
2,8,6,1,7,1,0,0,0,0,0,1,0,positive
2,1,1,1,2,0,0,0,0,0,0,2,0,positive
3,3,4,1,5,2,0,0,0,0,0,0,0,positive
5,6,10,3,5,1,0,0,0,0,0,1,0,positive
2,5,11,1,8,0,0,0,0,0,0,5,0,positive
0,9,6,0,5,0,0,0,0,0,0,0,0,positive
0,3,5,0,2,1,0,0,0,0,0,0,1,positive
4,8,7,0,2,0,0,0,0,0,0,0,0,positive
5,6,5,0,2,6,0,0,0,0,0,0,2,positive
3,7,3,0,2,0,0,1,0,0,0,1,0,positive
8,4,3,0,4,1,0,0,0,0,0,2,0,positive
1,16,9,1,2,0,0,0,0,0,0,1,1,positive
4,8,2,1,4,1,1,0,0,0,0,0,1,positive
5,11,6,0,3,2,0,0,0,0,0,0,0,positive
4,1,6,0,1,0,0,0,0,0,0,0,0,positive
5,7,6,0,4,1,0,0,0,0,0,0,0,positive
4,6,4,0,2,1,0,0,0,0,0,0,0,positive
6,2,7,2,2,2,0,1,0,0,0,1,0,positive
2,6,4,2,4,1,0,0,0,0,0,1,0,positive
6,5,9,0,3,0,0,0,0,0,0,2,0,positive
2,4,1,0,3,2,0,0,0,0,0,2,0,positive
3,6,5,0,0,1,0,0,0,0,0,0,1,positive
5,3,7,0,1,1,0,0,0,0,0,0,0,positive
3,12,6,0,5,0,0,0,0,0,0,0,0,positive
2,5,8,0,3,0,0,0,0,0,0,0,0,positive
6,8,6,3,9,3,0,0,0,0,0,0,0,positive
0,3,3,0,0,1,0,0,0,0,0,3,0,positive
1,5,1,0,4,1,0,1,0,0,0,2,0,positive
0,7,3,0,4,5,0,1,0,0,0,1,0,positive
2,3,4,1,2,0,0,0,0,0,0,0,1,positive
3,4,0,1,4,0,0,0,0,0,0,1,0,positive
4,5,2,1,6,5,0,0,0,0,0,1,0,positive
3,0,5,0,0,0,0,0,0,0,0,0,0,positive
1,7,6,2,3,2,0,0,0,0,0,1,0,positive
10,4,5,2,10,1,2,0,0,0,0,0,3,positive
3,6,6,0,0,0,0,0,0,0,0,0,0,positive
1,7,9,0,5,1,0,1,0,0,0,0,0,positive
2,4,3,2,0,1,0,0,0,0,0,0,0,positive
1,0,5,0,2,1,0,0,0,0,0,0,0,positive
4,9,8,3,1,0,0,0,0,0,0,0,0,positive
4,0,4,0,3,0,0,0,0,0,0,0,0,positive
2,2,4,0,2,4,0,0,0,0,0,2,2,positive
2,9,9,0,6,2,0,0,0,0,0,2,1,positive
6,7,5,3,0,1,0,0,0,0,0,1,2,positive
3,10,8,0,7,6,0,0,0,0,0,1,1,positive
8,14,7,2,7,1,0,1,0,0,0,1,1,positive
0,2,2,3,0,0,0,0,0,0,0,3,0,positive
3,3,2,0,1,0,0,0,0,0,0,0,2,positive
5,5,14,2,1,0,0,0,0,0,0,1,1,positive
0,6,3,0,6,2,0,0,0,0,0,2,0,positive
4,6,8,1,6,4,0,1,0,0,0,0,1,positive
3,3,3,0,4,0,0,0,0,0,0,1,0,positive
2,2,1,0,9,2,0,0,0,0,0,0,0,positive
3,5,2,2,3,0,0,0,0,0,0,2,0,positive
6,3,5,3,2,0,0,0,0,0,0,1,0,positive
2,3,12,5,4,2,0,0,0,0,0,1,0,positive
7,2,6,5,3,0,3,0,0,0,0,2,0,positive
4,5,5,0,5,2,0,0,0,0,0,1,0,positive
5,5,6,0,4,2,0,0,0,0,0,1,0,positive
1,9,6,1,3,2,0,0,0,0,0,1,1,positive
1,3,7,0,4,0,0,0,0,0,0,1,0,positive
1,1,2,1,0,0,0,0,0,0,0,1,0,positive
3,2,3,1,1,0,0,0,0,0,0,1,1,positive
1,3,2,0,1,2,0,0,0,0,0,0,0,positive
2,3,1,2,4,1,0,0,0,0,0,0,0,positive
2,2,2,1,3,0,1,0,0,0,0,1,0,positive
2,4,4,0,3,0,0,0,0,0,0,0,0,positive
4,4,9,1,4,1,0,0,0,0,0,2,0,positive
4,3,7,2,0,0,0,0,0,0,0,0,0,positive
3,3,3,2,5,4,0,0,0,0,0,1,0,positive
4,9,3,2,6,2,0,0,0,0,0,0,2,positive
0,2,0,0,2,1,0,0,0,0,0,0,1,positive
2,8,5,4,8,0,0,0,0,0,0,0,0,positive
8,11,9,0,8,3,1,0,0,0,0,1,0,positive
2,8,2,0,5,2,0,1,0,0,0,1,0,positive
3,5,3,1,2,0,0,0,0,0,0,0,0,positive
2,5,9,0,2,1,0,1,0,0,0,1,0,positive
3,3,4,0,3,1,0,0,0,0,0,1,0,positive
4,7,6,0,3,1,0,0,0,0,0,2,0,positive
3,6,4,2,4,0,0,0,0,0,0,0,0,positive
1,7,6,0,4,2,0,0,0,0,0,1,0,positive
3,1,4,0,1,2,0,0,0,0,0,1,0,positive
2,9,11,2,11,6,0,1,0,0,0,1,0,positive
1,3,2,0,2,3,0,0,0,0,0,2,0,positive
3,3,5,2,1,3,0,1,0,0,0,1,1,positive
0,7,5,0,2,0,0,0,0,0,0,1,0,positive
5,10,9,2,1,2,0,0,0,0,0,0,0,positive
0,0,0,0,0,0,0,0,0,0,0,0,0,positive
6,0,2,1,0,0,0,0,0,0,0,1,0,positive
3,5,5,0,2,2,0,0,0,0,0,3,0,positive
0,0,1,0,1,0,0,0,0,0,0,1,0,positive
0,8,2,0,3,1,0,0,0,0,0,1,0,positive
5,3,8,2,4,0,0,0,0,0,0,3,1,positive
1,3,3,0,4,1,0,1,0,0,0,1,0,positive
2,4,3,0,7,4,0,2,0,0,0,1,0,positive
5,2,6,0,1,1,0,0,0,0,0,1,1,positive
4,7,3,2,8,0,0,0,0,0,0,0,2,positive
4,1,4,0,5,1,0,0,0,0,0,0,0,positive
5,1,8,0,1,0,0,0,0,0,0,0,1,positive
3,4,2,1,5,3,0,0,0,0,0,0,0,positive
3,3,7,0,1,0,0,0,0,0,0,1,0,positive
5,1,2,4,0,0,0,0,0,0,0,0,1,positive
0,2,2,0,4,2,0,0,0,0,0,2,0,positive
5,4,6,2,4,3,0,0,0,0,0,0,0,positive
1,5,1,0,3,0,0,0,0,0,0,0,0,positive
4,8,5,1,4,4,0,0,0,0,0,1,0,positive
1,2,2,1,0,0,0,0,0,0,0,0,0,positive
0,0,1,0,3,1,0,0,0,0,0,0,0,positive
4,5,3,1,4,0,0,0,0,0,0,0,1,positive
1,6,4,0,4,4,0,0,0,0,0,1,0,positive
3,2,3,1,4,1,1,0,0,0,0,0,0,positive
1,6,4,0,2,0,0,0,0,0,0,2,1,positive
3,2,3,1,2,0,0,0,0,0,0,0,0,positive
3,7,4,0,8,2,1,0,0,0,0,0,0,negative
5,14,4,4,1,0,0,0,0,0,0,0,1,negative
4,0,5,0,4,5,0,0,0,0,0,4,1,negative
4,6,7,1,6,3,0,0,0,0,0,0,2,negative
6,8,8,1,6,5,0,1,1,0,0,0,0,negative
3,5,7,3,7,1,0,1,0,0,0,0,0,negative
3,7,4,0,3,2,0,0,0,0,0,0,0,negative
5,12,6,1,3,2,0,0,0,0,0,0,0,negative
1,8,5,0,2,2,0,0,0,0,0,0,1,negative
2,2,3,0,1,2,0,0,0,0,0,0,1,negative
2,6,5,1,0,1,0,0,0,0,0,1,0,negative
1,3,2,0,0,0,0,0,0,0,0,0,0,negative
3,6,6,2,3,0,0,0,0,0,0,1,1,negative
9,5,3,4,1,1,0,0,0,0,0,1,0,negative
11,5,8,4,1,1,0,0,0,0,0,1,0,negative
3,6,4,3,3,0,0,0,0,0,0,0,1,negative
4,5,2,2,1,1,2,0,0,0,0,0,1,negative
4,7,5,1,5,2,0,0,0,0,0,0,1,negative
5,6,6,0,6,1,0,0,0,0,0,0,2,negative
3,6,8,4,0,1,0,0,0,0,0,1,1,negative
11,6,14,2,5,3,0,0,0,0,0,2,5,negative
3,5,8,0,5,2,0,0,0,0,0,0,3,negative
5,6,6,2,5,2,2,1,0,0,0,0,1,negative
4,9,3,3,6,2,0,0,0,0,0,0,1,negative
4,8,4,1,0,1,0,0,0,0,0,2,1,negative
0,10,4,0,4,1,0,0,0,0,0,4,1,negative
6,5,11,3,5,0,0,0,0,0,0,0,0,negative
7,6,11,1,2,1,0,0,0,0,0,1,0,negative
1,4,8,0,2,0,0,0,0,0,0,0,0,negative
6,9,8,2,4,3,0,0,0,0,0,0,1,negative
2,3,5,0,1,0,0,0,0,0,0,0,1,negative
5,6,10,2,2,0,0,0,0,0,0,0,0,negative
2,6,6,2,3,2,2,1,0,0,0,0,2,negative
3,9,6,2,5,1,0,0,0,0,0,1,1,negative
0,1,4,0,1,0,0,0,0,0,0,0,0,negative
7,4,7,2,1,0,2,1,0,0,0,0,1,negative
2,14,4,1,5,3,0,0,0,0,0,0,2,negative
2,3,4,1,1,1,0,0,0,0,0,0,2,negative
3,4,7,1,2,0,0,0,0,0,0,0,1,negative
3,5,10,1,1,0,0,0,0,0,0,0,0,negative
3,6,7,2,1,0,0,0,0,0,0,0,0,negative
2,0,0,5,0,0,0,0,0,0,0,0,0,negative
2,6,4,2,6,2,0,0,0,0,0,1,2,negative
9,9,10,2,2,0,0,0,0,0,0,0,2,negative
1,2,3,0,0,0,0,0,0,0,0,0,0,negative
1,5,1,1,2,3,0,1,0,0,0,2,0,negative
7,9,7,4,6,1,0,0,0,0,0,1,0,negative
10,10,6,4,4,0,0,0,0,0,0,0,1,negative
6,7,10,4,2,0,0,0,0,0,0,0,0,negative
0,0,1,0,0,1,0,0,0,0,0,0,1,negative
2,4,9,4,1,0,0,0,0,0,0,1,0,negative
7,2,2,1,4,4,0,0,0,0,0,0,0,negative
3,6,3,4,3,1,0,0,0,0,0,2,0,negative
5,3,8,2,0,0,0,0,0,0,0,0,1,negative
0,6,6,0,5,1,0,0,0,0,0,0,1,negative
1,2,4,0,6,4,0,0,0,0,0,2,1,negative
1,7,0,0,6,0,0,0,0,0,0,0,0,negative
5,7,7,2,2,1,0,0,0,0,0,0,1,negative
8,2,8,2,3,3,0,0,0,0,0,1,0,negative
7,8,10,1,0,1,0,0,0,0,0,1,0,negative
7,2,3,0,5,0,0,0,0,0,0,1,1,negative
1,12,4,0,7,0,0,0,0,0,0,0,1,negative
3,6,7,0,6,4,0,0,0,0,0,1,0,negative
7,8,3,1,5,1,0,0,0,0,0,0,2,negative
13,5,8,2,2,0,1,0,0,0,0,0,0,negative
3,6,5,2,7,0,0,0,0,0,0,2,1,negative
7,3,8,0,3,1,1,0,0,0,0,0,0,negative
4,10,7,2,2,0,0,0,0,0,0,0,1,negative
11,7,8,4,3,1,0,0,0,0,0,1,0,negative
11,7,8,4,3,1,0,0,0,0,0,1,0,negative
2,9,7,2,2,0,0,0,0,0,0,0,1,negative
4,4,6,1,0,0,0,0,0,0,0,1,0,negative
4,18,8,1,5,0,0,0,0,0,0,0,1,negative
6,7,7,4,2,1,0,0,0,0,0,1,0,negative
4,13,7,1,2,0,0,0,0,0,0,0,1,negative
6,6,5,1,0,0,0,0,0,0,0,1,0,negative
8,8,5,2,3,4,0,0,0,0,0,0,1,negative
5,12,6,1,3,2,0,0,0,0,0,0,0,negative
6,4,6,2,4,1,0,0,0,0,0,0,0,negative
5,10,11,3,5,0,0,0,0,0,0,0,1,negative
4,7,13,1,7,7,0,2,0,0,0,0,2,negative
5,9,10,2,9,3,0,0,0,0,0,1,0,negative
5,12,6,1,3,2,0,0,0,0,0,0,0,negative
3,8,6,1,6,3,0,0,0,0,0,0,1,negative
7,8,10,1,5,0,0,0,0,0,0,0,2,negative
1,6,2,1,10,3,0,1,0,0,0,0,1,negative
5,11,6,5,4,2,0,0,0,0,0,0,2,negative
4,6,5,2,1,1,0,0,0,0,0,0,1,negative
6,4,8,5,1,0,0,0,0,0,0,0,1,negative
5,12,8,0,3,1,0,0,0,0,0,2,0,negative
2,16,8,0,5,1,0,0,0,0,0,0,0,negative
4,12,6,0,9,1,0,0,0,0,0,1,2,negative
9,2,2,3,3,3,0,0,0,0,0,1,0,negative
8,7,13,1,6,0,0,0,0,0,0,0,1,negative
4,12,7,1,6,3,0,0,0,0,0,2,1,negative
8,8,9,4,4,0,0,0,0,0,0,1,1,negative
4,5,4,0,3,2,0,0,0,0,0,0,0,negative
8,17,15,5,4,6,0,0,0,0,0,0,1,negative
2,1,2,2,0,0,1,0,0,0,0,1,0,negative
8,12,13,1,6,1,0,0,0,0,0,2,1,negative
3,19,9,2,7,9,0,1,0,0,0,0,3,negative
4,7,6,5,4,1,0,0,0,0,0,1,0,negative
5,3,5,2,2,2,0,0,0,0,0,1,0,negative
4,2,2,2,2,0,0,0,0,0,0,1,1,negative
2,7,3,2,2,0,0,0,0,0,0,1,0,negative
12,9,13,0,6,2,0,0,0,0,0,0,0,negative
6,8,3,0,5,3,0,0,0,0,0,1,0,negative
3,7,4,0,5,1,0,0,0,0,0,0,1,negative
5,5,11,1,7,3,0,0,0,0,0,1,1,negative
6,4,11,3,5,8,0,0,0,0,0,1,3,negative
4,14,6,0,4,4,0,2,0,0,0,1,0,negative
6,5,2,4,7,3,0,0,0,0,0,1,2,negative
2,7,5,4,1,1,0,0,0,0,0,0,0,negative
1,5,10,3,3,1,0,2,0,0,0,0,4,negative
0,7,7,0,2,2,0,0,0,0,0,0,1,negative
4,13,9,2,5,2,1,0,0,0,0,0,1,negative
2,6,4,1,0,1,0,0,0,0,0,1,0,negative
6,5,6,7,0,0,0,0,0,0,0,0,0,negative
7,5,6,2,5,0,0,0,0,0,0,0,0,negative
3,7,2,1,2,1,0,0,0,0,0,0,1,negative
12,9,10,2,3,3,0,1,0,0,0,0,2,negative
2,9,5,2,6,0,1,0,0,0,0,1,0,negative
7,6,12,1,0,0,0,0,0,0,0,0,0,negative
3,10,10,2,9,2,0,0,0,0,0,0,0,negative
3,7,5,2,4,1,0,0,0,0,0,0,2,negative
3,4,5,8,3,0,0,2,0,0,0,0,2,negative
5,10,10,1,1,3,0,0,0,0,0,0,4,negative
7,5,10,1,2,0,0,0,0,0,0,0,2,negative
1,4,3,4,4,0,0,0,0,0,0,1,1,negative
5,5,1,0,4,2,0,0,0,0,0,0,0,negative
2,7,8,4,7,0,0,0,0,0,0,1,3,negative
4,3,5,2,2,2,0,0,0,0,0,1,1,negative
1,3,1,0,2,1,0,0,0,0,0,1,0,negative
3,6,3,2,12,4,0,0,0,0,0,1,0,negative
0,0,0,1,0,1,1,0,0,0,0,0,6,negative
2,4,10,0,5,4,0,0,0,0,0,1,1,negative
1,3,3,1,1,0,0,0,0,0,0,1,1,negative
0,4,3,0,2,0,0,0,0,0,0,1,0,negative
7,10,10,1,3,0,0,0,0,0,0,0,0,negative
2,6,2,1,3,0,2,0,0,0,0,0,0,negative
7,4,5,0,3,2,0,0,0,0,0,1,2,negative
5,3,3,1,5,2,0,0,0,0,0,1,0,negative
4,5,3,1,2,2,0,0,0,0,0,1,1,negative
1,3,0,1,1,2,1,0,0,0,0,0,2,negative
7,9,2,2,3,2,0,0,0,0,0,0,1,negative
1,3,2,0,1,0,0,0,0,0,0,0,1,negative
9,3,7,0,4,0,0,1,0,0,0,0,0,negative
4,11,11,2,3,1,0,0,0,0,0,0,1,negative
0,6,3,1,6,0,0,0,0,0,0,1,1,negative
8,9,7,2,1,3,0,0,0,0,0,0,1,negative
1,3,6,0,3,0,0,0,0,0,0,0,1,negative
1,2,10,0,2,0,0,0,0,0,0,1,0,negative
2,6,6,1,7,1,0,0,0,0,0,0,0,negative
7,7,8,1,2,0,1,0,0,0,0,2,0,negative
9,8,6,1,1,3,0,0,0,0,0,1,0,negative
11,4,7,3,3,5,0,0,0,0,0,0,1,negative
2,8,6,2,2,0,0,1,0,0,0,0,0,negative
6,2,13,1,1,0,1,0,0,0,0,1,1,negative
6,12,9,1,2,1,0,0,0,0,0,0,0,negative
3,7,7,0,8,4,0,0,0,0,0,1,0,negative
2,6,2,3,4,0,0,0,0,0,0,1,0,negative
1,1,4,0,1,0,0,1,0,0,0,0,0,negative
6,2,3,0,5,0,0,0,0,0,0,1,0,negative
5,13,7,1,6,2,0,0,0,0,0,0,0,negative
3,3,6,0,5,5,0,0,0,0,0,1,0,negative
4,5,9,1,3,0,0,0,0,0,0,1,1,negative
4,10,12,0,8,4,0,0,0,0,0,0,1,negative
4,11,4,2,4,1,0,0,0,0,0,0,1,negative
3,4,6,0,1,0,0,0,0,0,0,0,2,negative
1,4,3,4,0,1,0,1,0,0,0,0,2,negative
5,7,5,1,4,3,1,0,0,0,0,3,0,negative
6,6,3,2,5,6,2,0,0,0,0,0,1,negative
7,8,8,1,3,1,0,0,0,0,0,1,0,negative
6,12,9,0,3,2,0,0,0,0,0,0,0,negative
4,6,6,4,2,1,2,0,0,0,0,0,1,negative
3,13,6,0,4,1,0,0,0,0,0,0,3,negative
5,6,4,1,2,1,0,0,0,0,0,0,0,negative
2,1,2,1,5,5,1,0,0,0,0,0,1,negative
1,6,5,1,5,3,0,2,0,0,0,1,1,negative
8,4,3,7,1,0,1,0,0,0,0,0,0,negative
7,7,16,2,5,0,0,0,0,0,0,0,1,negative
6,15,11,5,3,6,0,0,0,0,0,0,1,negative
1,9,6,0,6,2,0,0,0,0,0,0,1,negative
0,4,7,1,1,0,0,0,0,0,0,0,0,negative
2,2,4,0,4,4,0,0,0,0,0,1,1,negative
2,3,0,0,3,2,0,0,0,0,0,0,1,negative
1,2,4,0,1,0,1,0,0,0,0,1,0,negative
1,6,5,0,4,2,0,0,0,0,0,1,0,negative
5,10,5,2,4,0,1,0,0,0,0,0,1,negative
2,7,9,0,1,2,0,0,0,0,0,0,0,negative
7,11,10,2,2,1,0,0,0,0,0,2,0,negative
5,12,6,1,3,2,0,0,0,0,0,0,0,negative
5,15,7,0,10,2,0,2,0,0,0,1,2,negative
7,4,5,1,2,1,0,0,0,0,0,3,1,negative
2,5,4,1,7,0,0,1,0,0,0,0,0,negative
4,5,5,2,3,2,0,0,0,0,0,0,2,negative
2,7,5,2,0,0,0,0,0,0,0,0,1,negative
7,4,12,4,1,3,0,0,0,0,0,0,1,negative
0,0,0,0,0,1,0,1,0,0,0,1,1,negative
5,7,8,1,1,0,0,0,0,0,0,0,0,negative
8,4,4,10,1,0,0,0,0,0,0,0,0,negative
6,4,2,4,1,0,0,1,0,0,0,0,1,negative
7,2,7,2,4,0,2,0,0,0,0,4,0,negative
3,7,5,5,1,0,0,0,0,0,0,1,0,negative
6,2,6,3,4,0,0,0,0,0,0,0,1,negative
7,3,2,3,3,4,1,0,0,0,0,0,0,negative
3,11,5,0,1,3,0,0,0,0,0,1,0,negative
5,5,16,1,3,0,0,0,0,0,0,1,0,negative
0,10,5,2,12,2,0,0,0,0,0,0,1,negative
4,4,5,1,3,0,0,1,0,0,0,1,0,negative
5,5,12,1,2,1,0,0,0,0,0,0,1,negative
9,8,5,1,7,5,0,0,0,0,0,1,1,negative
5,10,5,5,3,1,0,0,0,0,0,1,1,negative
2,2,2,4,0,0,0,0,0,0,0,0,0,negative
3,3,5,6,2,0,0,0,0,0,0,0,0,negative
5,7,5,0,5,6,0,0,0,0,0,0,0,negative
1,4,10,0,1,2,0,0,0,0,0,1,1,negative
3,8,8,1,3,0,1,0,0,0,0,0,0,negative
1,5,9,0,4,0,0,0,0,0,0,0,0,negative
3,5,6,0,3,0,0,0,0,0,0,0,2,negative
3,7,3,2,4,6,2,0,0,0,0,0,1,negative
7,8,3,3,5,0,0,0,0,0,0,0,1,negative
2,5,7,1,2,1,0,0,0,0,0,1,2,negative
3,4,7,2,6,1,0,0,0,0,0,0,0,negative
1,1,4,0,3,1,0,0,0,0,0,1,1,negative
5,12,9,1,3,2,0,0,0,0,0,0,0,negative
5,6,8,0,5,1,0,0,0,0,0,0,1,negative
9,6,13,2,10,2,0,0,0,0,0,0,0,negative
2,4,3,4,1,1,0,0,0,0,0,0,1,negative
3,4,3,0,4,1,0,0,0,0,0,0,1,negative
1,5,3,0,1,0,0,0,0,0,0,0,1,negative
4,16,15,0,13,6,0,1,0,0,0,1,0,negative
6,4,9,6,1,0,0,0,0,0,0,0,2,negative
3,10,10,0,6,1,0,0,0,0,0,0,1,negative
3,4,5,0,6,0,0,0,0,0,0,1,0,negative
9,2,8,1,5,1,0,0,0,0,0,0,4,negative
3,8,4,2,2,0,0,0,0,0,0,1,1,negative
3,4,7,0,3,1,0,0,0,0,0,1,2,negative
0,1,0,0,2,0,0,0,0,0,0,0,1,negative
5,8,11,1,4,5,0,0,0,0,0,2,0,negative
2,2,0,2,0,0,0,0,0,0,0,0,0,negative
7,6,8,5,1,1,0,0,0,0,0,0,0,negative
7,6,13,6,3,0,0,0,0,0,0,0,0,negative
2,5,5,0,3,1,0,0,0,0,0,1,1,negative
9,8,10,1,3,1,0,0,0,0,0,1,0,negative
1,2,4,1,5,2,0,0,0,0,0,0,1,negative
5,13,9,2,4,0,0,0,0,0,0,1,1,negative
0,0,5,0,3,0,0,0,0,0,0,0,0,negative
7,6,11,2,3,2,1,0,0,0,0,1,1,negative
7,1,4,0,1,0,0,0,0,0,0,2,1,negative
2,0,5,0,2,3,0,0,0,0,0,2,0,negative
3,0,3,0,1,0,0,0,0,0,0,1,0,negative
8,7,7,5,1,4,1,0,0,0,0,0,0,negative
10,12,10,4,4,0,0,0,0,0,0,0,1,negative
2,5,10,2,0,2,0,0,0,0,0,0,0,negative
3,7,11,0,2,1,0,0,0,0,0,1,0,negative
2,2,6,0,3,1,0,0,0,0,0,0,1,negative
1,7,5,0,3,1,0,0,0,0,0,0,0,negative
1,7,13,1,1,0,0,0,0,0,0,1,1,negative
0,4,6,0,3,0,0,0,0,0,0,1,1,negative
4,7,5,2,4,3,0,0,0,0,0,0,0,negative
2,4,6,0,0,0,0,0,0,0,0,0,0,negative
5,9,9,1,1,2,0,0,0,0,0,0,0,negative
2,1,0,3,2,0,0,1,0,0,0,1,1,negative
6,0,5,0,0,1,0,0,0,0,0,1,1,negative
1,8,11,0,2,2,0,0,0,0,0,0,1,negative
2,5,4,0,1,1,0,0,0,0,0,0,1,negative
1,2,1,0,1,3,0,0,0,0,0,0,0,negative
2,10,10,0,6,1,0,0,0,0,0,0,1,negative
2,9,22,1,10,3,0,0,0,0,0,0,1,negative
2,7,5,1,2,0,2,0,0,0,0,1,0,negative
3,9,9,1,3,3,0,0,0,0,0,0,1,negative
4,12,8,0,0,5,0,0,0,0,0,0,2,negative
6,10,12,3,4,0,0,0,0,0,0,0,0,negative
0,3,2,0,2,0,0,0,0,0,0,0,0,negative
2,8,9,1,2,0,0,0,0,0,0,1,0,negative
3,6,4,2,4,1,0,0,0,0,0,0,0,negative
2,3,4,0,0,1,0,0,0,0,0,0,2,negative
0,3,8,3,1,0,0,0,0,0,0,1,1,negative
5,9,7,0,1,1,0,1,0,0,0,0,1,negative
8,11,13,2,5,1,0,0,0,0,0,0,2,negative
0,7,6,0,1,3,0,0,0,0,0,0,0,negative
2,6,7,0,6,0,0,0,0,0,0,0,1,negative
4,6,4,2,2,1,2,0,0,0,0,0,1,negative
2,8,1,2,8,2,0,0,0,0,0,1,0,negative
2,3,3,1,1,0,0,0,0,0,0,0,1,negative
2,6,7,4,6,1,0,0,0,0,0,0,2,negative
4,4,7,4,2,1,1,0,0,0,0,1,2,negative
3,3,0,0,2,0,0,0,0,0,0,0,0,negative
1,4,4,1,5,0,0,0,0,0,0,1,2,negative
4,8,6,1,1,0,0,0,0,0,0,0,0,negative
4,5,4,2,3,0,0,0,0,0,0,0,0,negative
3,2,6,7,5,0,0,0,0,0,0,0,0,negative
2,1,6,6,1,0,0,0,0,0,0,0,0,negative
7,3,5,1,1,0,0,0,0,0,0,0,0,negative
4,9,12,2,5,2,0,0,0,0,0,1,1,negative
2,3,6,4,6,1,0,0,0,0,0,0,1,negative
0,3,6,0,0,0,0,0,0,0,0,0,1,negative
2,7,7,0,9,0,0,0,0,0,0,0,0,negative
4,6,8,2,5,1,0,0,0,0,0,1,0,negative
6,6,3,1,1,1,0,0,0,0,0,0,0,negative
2,12,10,0,3,1,0,0,0,0,0,1,1,negative
2,10,9,0,3,1,0,0,0,0,0,1,1,negative
3,5,11,1,2,0,0,0,0,0,0,1,3,negative
4,6,7,0,4,0,0,0,0,0,0,0,0,negative
2,1,8,1,4,1,0,0,0,0,0,1,1,negative
5,2,7,1,4,0,0,0,0,0,0,0,1,negative
1,2,2,1,0,1,0,0,0,0,0,0,0,negative
4,7,6,1,2,5,0,0,0,0,0,3,1,negative
0,0,3,2,0,0,0,0,0,0,0,1,1,negative
0,6,0,0,1,0,0,0,0,0,0,0,0,negative
0,9,2,0,8,0,0,1,0,0,0,1,0,negative
4,10,6,0,6,12,0,1,0,0,0,0,2,negative
3,13,2,0,3,8,0,0,0,0,0,0,2,negative
